fecha,Estación,Precipitación
2010-12-12,Bella Unión - Destacamento,---mm
2010-12-12,Chajarí - Ciudad,---mm
2010-12-12,El Cerrito - Puesto Caminero,---mm
2010-12-12,Federación - Corralón Municipal,---mm
2010-12-12,Los Conquistadores,---mm
2010-12-12,Mandisoví,---mm
2010-12-12,San Jaime - Puesto Caminero,---mm
2010-12-12,San Ramón - Comisaría Nº 20,---mm
2010-12-12,Santa Ana - Comisaría,---mm
2010-12-12,Sta. María de Tatutí - Comisaría Nº 22,---mm
2010-12-18,Bella Unión - Destacamento,---mm
2010-12-18,Chajarí - Ciudad,---mm
2010-12-18,El Cerrito - Puesto Caminero,---mm
2010-12-18,Federación - Corralón Municipal,---mm
2010-12-18,Los Conquistadores,---mm
2010-12-18,Mandisoví,---mm
2010-12-18,San Jaime - Puesto Caminero,---mm
2010-12-18,San Ramón - Comisaría Nº 20,---mm
2010-12-18,Santa Ana - Comisaría,---mm
2010-12-18,Sta. María de Tatutí - Comisaría Nº 22,---mm
2010-12-19,Bella Unión - Destacamento,---mm
2010-12-19,Chajarí - Ciudad,45mm
2010-12-19,El Cerrito - Puesto Caminero,30mm
2010-12-19,Federación - Corralón Municipal,24mm
2010-12-19,Los Conquistadores,35mm
2010-12-19,Mandisoví,52mm
2010-12-19,San Jaime - Puesto Caminero,52mm
2010-12-19,San Ramón - Comisaría Nº 20,45mm
2010-12-19,Santa Ana - Comisaría,43mm
2010-12-19,Sta. María de Tatutí - Comisaría Nº 22,45mm
2011-01-25,Bella Unión - Destacamento,---mm
2011-01-25,Chajarí - Ciudad,3mm
2011-01-25,El Cerrito - Puesto Caminero,---mm
2011-01-25,Federación - Corralón Municipal,2mm
2011-01-25,Los Conquistadores,---mm
2011-01-25,Mandisoví,3mm
2011-01-25,San Jaime - Puesto Caminero,5mm
2011-01-25,San Ramón - Comisaría Nº 20,---mm
2011-01-25,Santa Ana - Comisaría,30mm
2011-01-25,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-01-27,Bella Unión - Destacamento,---mm
2011-01-27,Chajarí - Ciudad,---mm
2011-01-27,El Cerrito - Puesto Caminero,---mm
2011-01-27,Federación - Corralón Municipal,---mm
2011-01-27,Los Conquistadores,---mm
2011-01-27,Mandisoví,---mm
2011-01-27,San Jaime - Puesto Caminero,---mm
2011-01-27,San Ramón - Comisaría Nº 20,---mm
2011-01-27,Santa Ana - Comisaría,---mm
2011-01-27,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-01-28,Bella Unión - Destacamento,---mm
2011-01-28,Chajarí - Ciudad,---mm
2011-01-28,El Cerrito - Puesto Caminero,---mm
2011-01-28,Federación - Corralón Municipal,---mm
2011-01-28,Los Conquistadores,---mm
2011-01-28,Mandisoví,---mm
2011-01-28,San Jaime - Puesto Caminero,---mm
2011-01-28,San Ramón - Comisaría Nº 20,---mm
2011-01-28,Santa Ana - Comisaría,---mm
2011-01-28,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-02-07,Bella Unión - Destacamento,---mm
2011-02-07,Chajarí - Ciudad,---mm
2011-02-07,El Cerrito - Puesto Caminero,30mm
2011-02-07,Federación - Corralón Municipal,31mm
2011-02-07,Los Conquistadores,15mm
2011-02-07,Mandisoví,16mm
2011-02-07,San Jaime - Puesto Caminero,15mm
2011-02-07,San Ramón - Comisaría Nº 20,14mm
2011-02-07,Santa Ana - Comisaría,46mm
2011-02-07,Sta. María de Tatutí - Comisaría Nº 22,17mm
2011-02-09,Bella Unión - Destacamento,---mm
2011-02-09,Chajarí - Ciudad,---mm
2011-02-09,El Cerrito - Puesto Caminero,---mm
2011-02-09,Federación - Corralón Municipal,---mm
2011-02-09,Los Conquistadores,---mm
2011-02-09,Mandisoví,---mm
2011-02-09,San Jaime - Puesto Caminero,---mm
2011-02-09,San Ramón - Comisaría Nº 20,---mm
2011-02-09,Santa Ana - Comisaría,---mm
2011-02-09,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-02-12,Bella Unión - Destacamento,---mm
2011-02-12,Chajarí - Ciudad,---mm
2011-02-12,El Cerrito - Puesto Caminero,---mm
2011-02-12,Federación - Corralón Municipal,---mm
2011-02-12,Los Conquistadores,---mm
2011-02-12,Mandisoví,---mm
2011-02-12,San Jaime - Puesto Caminero,---mm
2011-02-12,San Ramón - Comisaría Nº 20,---mm
2011-02-12,Santa Ana - Comisaría,---mm
2011-02-12,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-02-18,Bella Unión - Destacamento,---mm
2011-02-18,Chajarí - Ciudad,---mm
2011-02-18,El Cerrito - Puesto Caminero,---mm
2011-02-18,Federación - Corralón Municipal,---mm
2011-02-18,Los Conquistadores,---mm
2011-02-18,Mandisoví,---mm
2011-02-18,San Jaime - Puesto Caminero,---mm
2011-02-18,San Ramón - Comisaría Nº 20,---mm
2011-02-18,Santa Ana - Comisaría,---mm
2011-02-18,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-02-19,Bella Unión - Destacamento,10mm
2011-02-19,Chajarí - Ciudad,5mm
2011-02-19,El Cerrito - Puesto Caminero,5mm
2011-02-19,Federación - Corralón Municipal,1mm
2011-02-19,Los Conquistadores,12mm
2011-02-19,Mandisoví,13mm
2011-02-19,San Jaime - Puesto Caminero,3mm
2011-02-19,San Ramón - Comisaría Nº 20,12mm
2011-02-19,Santa Ana - Comisaría,16mm
2011-02-19,Sta. María de Tatutí - Comisaría Nº 22,13mm
2011-02-20,Bella Unión - Destacamento,10mm
2011-02-20,Chajarí - Ciudad,5mm
2011-02-20,El Cerrito - Puesto Caminero,5mm
2011-02-20,Federación - Corralón Municipal,1mm
2011-02-20,Los Conquistadores,12mm
2011-02-20,Mandisoví,13mm
2011-02-20,San Jaime - Puesto Caminero,3mm
2011-02-20,San Ramón - Comisaría Nº 20,12mm
2011-02-20,Santa Ana - Comisaría,16mm
2011-02-20,Sta. María de Tatutí - Comisaría Nº 22,13mm
2011-02-21,Bella Unión - Destacamento,---mm
2011-02-21,Chajarí - Ciudad,40mm
2011-02-21,El Cerrito - Puesto Caminero,0mm
2011-02-21,Federación - Corralón Municipal,1mm
2011-02-21,Los Conquistadores,1mm
2011-02-21,Mandisoví,43mm
2011-02-21,San Jaime - Puesto Caminero,0mm
2011-02-21,San Ramón - Comisaría Nº 20,6mm
2011-02-21,Santa Ana - Comisaría,1mm
2011-02-21,Sta. María de Tatutí - Comisaría Nº 22,1mm
2011-02-22,Bella Unión - Destacamento,---mm
2011-02-22,Chajarí - Ciudad,7mm
2011-02-22,El Cerrito - Puesto Caminero,---mm
2011-02-22,Federación - Corralón Municipal,13mm
2011-02-22,Los Conquistadores,5mm
2011-02-22,Mandisoví,5mm
2011-02-22,San Jaime - Puesto Caminero,---mm
2011-02-22,San Ramón - Comisaría Nº 20,---mm
2011-02-22,Santa Ana - Comisaría,12mm
2011-02-22,Sta. María de Tatutí - Comisaría Nº 22,10mm
2011-02-23,Bella Unión - Destacamento,---mm
2011-02-23,Chajarí - Ciudad,---mm
2011-02-23,El Cerrito - Puesto Caminero,---mm
2011-02-23,Federación - Corralón Municipal,---mm
2011-02-23,Los Conquistadores,---mm
2011-02-23,Mandisoví,---mm
2011-02-23,San Jaime - Puesto Caminero,---mm
2011-02-23,San Ramón - Comisaría Nº 20,---mm
2011-02-23,Santa Ana - Comisaría,---mm
2011-02-23,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-03-12,Bella Unión - Destacamento,---mm
2011-03-12,Chajarí - Ciudad,---mm
2011-03-12,El Cerrito - Puesto Caminero,---mm
2011-03-12,Federación - Corralón Municipal,8mm
2011-03-12,Los Conquistadores,15mm
2011-03-12,Mandisoví,10mm
2011-03-12,San Jaime - Puesto Caminero,---mm
2011-03-12,San Ramón - Comisaría Nº 20,7mm
2011-03-12,Santa Ana - Comisaría,8mm
2011-03-12,Sta. María de Tatutí - Comisaría Nº 22,7mm
