fecha,Estación,Precipitación
2011-04-20,Lazo - Comisaría,---mm
2011-04-20,Puerto Ruiz - Comisaría,---mm
2011-04-21,3º Distrito - Aldea Asunción,---mm
2011-04-21,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-04-21,7º Distrito - Comisaría Nº 28,---mm
2011-04-21,8º Distrito - Comisaría Nº 27,---mm
2011-04-21,Gral. Galarza - Comisaría,---mm
2011-04-21,Gualeguay Ciudad - Bomberos Voluntarios,---mm
2011-04-21,Lazo - Comisaría,---mm
2011-04-21,Puerto Ruiz - Comisaría,---mm
2011-04-29,3º Distrito - Aldea Asunción,---mm
2011-04-29,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-04-29,7º Distrito - Comisaría Nº 28,---mm
2011-04-29,8º Distrito - Comisaría Nº 27,---mm
2011-04-29,Gral. Galarza - Comisaría,---mm
2011-04-29,Gualeguay Ciudad - Bomberos Voluntarios,---mm
2011-04-29,Lazo - Comisaría,---mm
2011-04-29,Puerto Ruiz - Comisaría,---mm
2011-05-01,3º Distrito - Aldea Asunción,---mm
2011-05-01,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-05-01,7º Distrito - Comisaría Nº 28,---mm
2011-05-01,8º Distrito - Comisaría Nº 27,---mm
2011-05-01,Gral. Galarza - Comisaría,---mm
2011-05-01,Gualeguay Ciudad - Bomberos Voluntarios,4mm
2011-05-01,Lazo - Comisaría,---mm
2011-05-01,Puerto Ruiz - Comisaría,---mm
2011-05-14,3º Distrito - Aldea Asunción,10mm
2011-05-14,6º Distrito - Comisaría Nº 17 (3 Boc.),13mm
2011-05-14,7º Distrito - Comisaría Nº 28,13mm
2011-05-14,8º Distrito - Comisaría Nº 27,10mm
2011-05-14,Gral. Galarza - Comisaría,12mm
2011-05-14,Gualeguay Ciudad - Bomberos Voluntarios,---mm
2011-05-14,Lazo - Comisaría,---mm
2011-05-14,Puerto Ruiz - Comisaría,---mm
2011-05-15,3º Distrito - Aldea Asunción,5mm
2011-05-15,6º Distrito - Comisaría Nº 17 (3 Boc.),10mm
2011-05-15,7º Distrito - Comisaría Nº 28,0mm
2011-05-15,8º Distrito - Comisaría Nº 27,2mm
2011-05-15,Gral. Galarza - Comisaría,6mm
2011-05-15,Gualeguay Ciudad - Bomberos Voluntarios,4mm
2011-05-15,Lazo - Comisaría,---mm
2011-05-15,Puerto Ruiz - Comisaría,---mm
2011-05-22,3º Distrito - Aldea Asunción,---mm
2011-05-22,6º Distrito - Comisaría Nº 17 (3 Boc.),---mm
2011-05-22,7º Distrito - Comisaría Nº 28,---mm
2011-05-22,8º Distrito - Comisaría Nº 27,10mm
2011-05-22,Gral. Galarza - Comisaría,---mm
2011-05-22,Gualeguay Ciudad - Bomberos Voluntarios,11mm
2011-05-22,Lazo - Comisaría,---mm
