fecha,Estación,Precipitación
2011-01-28,Talitas - Subcomisaría,---mm
2011-02-07,Alarcón - Destacamento,25mm
2011-02-07,Aldea San Antonio (Scheffer),15mm
2011-02-07,Costa Río Uruguay - Comisaría,---mm
2011-02-07,Costa San Antonio,60mm
2011-02-07,Cuchilla Redonda - Comisaría,25mm
2011-02-07,Escriña - Destacamento,30mm
2011-02-07,Estación Gilbert - Comisaría,41mm
2011-02-07,Faustino M. Parera - Destacamento,45mm
2011-02-07,Gchú - Ciudad - Municipalidad,22mm
2011-02-07,Gral. Almada - Comisaría,42mm
2011-02-07,Irazusta - Subcomisaría,15mm
2011-02-07,Pastor Britos,29mm
2011-02-07,Pehuajó Sur - Subcomisaría,12mm
2011-02-07,Perdices,15mm
2011-02-07,Rincón del Gato - Comisaría,23mm
2011-02-07,Talitas - Subcomisaría,13mm
2011-02-09,Alarcón - Destacamento,---mm
2011-02-09,Aldea San Antonio (Scheffer),---mm
2011-02-09,Costa Río Uruguay - Comisaría,---mm
2011-02-09,Costa San Antonio,---mm
2011-02-09,Cuchilla Redonda - Comisaría,---mm
2011-02-09,Escriña - Destacamento,---mm
2011-02-09,Estación Gilbert - Comisaría,---mm
2011-02-09,Faustino M. Parera - Destacamento,---mm
2011-02-09,Gchú - Ciudad - Municipalidad,---mm
2011-02-09,Gral. Almada - Comisaría,---mm
2011-02-09,Irazusta - Subcomisaría,---mm
2011-02-09,Pastor Britos,---mm
2011-02-09,Pehuajó Sur - Subcomisaría,---mm
2011-02-09,Perdices,---mm
2011-02-09,Rincón del Gato - Comisaría,---mm
2011-02-09,Talitas - Subcomisaría,---mm
2011-02-12,Alarcón - Destacamento,---mm
2011-02-12,Aldea San Antonio (Scheffer),---mm
2011-02-12,Costa Río Uruguay - Comisaría,---mm
2011-02-12,Costa San Antonio,---mm
2011-02-12,Cuchilla Redonda - Comisaría,---mm
2011-02-12,Escriña - Destacamento,---mm
2011-02-12,Estación Gilbert - Comisaría,---mm
2011-02-12,Faustino M. Parera - Destacamento,---mm
2011-02-12,Gchú - Ciudad - Municipalidad,---mm
2011-02-12,Gral. Almada - Comisaría,---mm
2011-02-12,Irazusta - Subcomisaría,---mm
2011-02-12,Pastor Britos,---mm
2011-02-12,Pehuajó Sur - Subcomisaría,---mm
2011-02-12,Perdices,---mm
2011-02-12,Rincón del Gato - Comisaría,---mm
2011-02-12,Talitas - Subcomisaría,---mm
2011-02-18,Alarcón - Destacamento,---mm
2011-02-18,Aldea San Antonio (Scheffer),---mm
2011-02-18,Costa Río Uruguay - Comisaría,---mm
2011-02-18,Costa San Antonio,---mm
2011-02-18,Cuchilla Redonda - Comisaría,---mm
2011-02-18,Escriña - Destacamento,---mm
2011-02-18,Estación Gilbert - Comisaría,---mm
2011-02-18,Faustino M. Parera - Destacamento,---mm
2011-02-18,Gchú - Ciudad - Municipalidad,---mm
2011-02-18,Gral. Almada - Comisaría,---mm
2011-02-18,Irazusta - Subcomisaría,---mm
2011-02-18,Pastor Britos,---mm
2011-02-18,Pehuajó Sur - Subcomisaría,---mm
2011-02-18,Perdices,---mm
2011-02-18,Rincón del Gato - Comisaría,---mm
2011-02-18,Talitas - Subcomisaría,---mm
2011-02-19,Alarcón - Destacamento,---mm
2011-02-19,Aldea San Antonio (Scheffer),---mm
2011-02-19,Costa Río Uruguay - Comisaría,---mm
2011-02-19,Costa San Antonio,---mm
2011-02-19,Cuchilla Redonda - Comisaría,---mm
2011-02-19,Escriña - Destacamento,---mm
2011-02-19,Estación Gilbert - Comisaría,---mm
2011-02-19,Faustino M. Parera - Destacamento,---mm
2011-02-19,Gchú - Ciudad - Municipalidad,---mm
2011-02-19,Gral. Almada - Comisaría,---mm
2011-02-19,Irazusta - Subcomisaría,---mm
2011-02-19,Pastor Britos,---mm
2011-02-19,Pehuajó Sur - Subcomisaría,---mm
2011-02-19,Perdices,---mm
2011-02-19,Rincón del Gato - Comisaría,---mm
2011-02-19,Talitas - Subcomisaría,---mm
2011-02-20,Alarcón - Destacamento,---mm
2011-02-20,Aldea San Antonio (Scheffer),---mm
2011-02-20,Costa Río Uruguay - Comisaría,---mm
2011-02-20,Costa San Antonio,---mm
2011-02-20,Cuchilla Redonda - Comisaría,---mm
2011-02-20,Escriña - Destacamento,---mm
2011-02-20,Estación Gilbert - Comisaría,---mm
2011-02-20,Faustino M. Parera - Destacamento,---mm
2011-02-20,Gchú - Ciudad - Municipalidad,---mm
2011-02-20,Gral. Almada - Comisaría,---mm
2011-02-20,Irazusta - Subcomisaría,---mm
2011-02-20,Pastor Britos,---mm
2011-02-20,Pehuajó Sur - Subcomisaría,---mm
2011-02-20,Perdices,---mm
2011-02-20,Rincón del Gato - Comisaría,---mm
2011-02-20,Talitas - Subcomisaría,---mm
2011-02-21,Alarcón - Destacamento,---mm
2011-02-21,Aldea San Antonio (Scheffer),---mm
2011-02-21,Costa Río Uruguay - Comisaría,---mm
2011-02-21,Costa San Antonio,---mm
2011-02-21,Cuchilla Redonda - Comisaría,---mm
2011-02-21,Escriña - Destacamento,---mm
2011-02-21,Estación Gilbert - Comisaría,---mm
2011-02-21,Faustino M. Parera - Destacamento,---mm
2011-02-21,Gchú - Ciudad - Municipalidad,---mm
2011-02-21,Gral. Almada - Comisaría,---mm
2011-02-21,Irazusta - Subcomisaría,---mm
2011-02-21,Pastor Britos,---mm
2011-02-21,Pehuajó Sur - Subcomisaría,---mm
2011-02-21,Perdices,---mm
2011-02-21,Rincón del Gato - Comisaría,---mm
2011-02-21,Talitas - Subcomisaría,---mm
2011-02-22,Alarcón - Destacamento,20mm
2011-02-22,Aldea San Antonio (Scheffer),29mm
2011-02-22,Costa Río Uruguay - Comisaría,16mm
2011-02-22,Costa San Antonio,29mm
2011-02-22,Cuchilla Redonda - Comisaría,20mm
