fecha,Estación,Precipitación
2011-07-18,Laguna del Pescado - Brigada Abigeato,---mm
2011-07-18,Montoya - Comisaría Nº 20,---mm
2011-07-18,Pajonal,---mm
2011-07-18,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-07-25,Antelo - Sara de Muzzio,---mm
2011-07-25,Hinojal - Comisaría Nº 23,---mm
2011-07-25,Laguna del Pescado - Brigada Abigeato,---mm
2011-07-25,Montoya - Comisaría Nº 20,---mm
2011-07-25,Pajonal,---mm
2011-07-25,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-07-27,Antelo - Sara de Muzzio,---mm
2011-07-27,Hinojal - Comisaría Nº 23,---mm
2011-07-27,Laguna del Pescado - Brigada Abigeato,---mm
2011-07-27,Montoya - Comisaría Nº 20,---mm
2011-07-27,Pajonal,---mm
2011-07-27,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-07-29,Antelo - Sara de Muzzio,---mm
2011-07-29,Hinojal - Comisaría Nº 23,---mm
2011-07-29,Laguna del Pescado - Brigada Abigeato,---mm
2011-07-29,Montoya - Comisaría Nº 20,---mm
2011-07-29,Pajonal,---mm
2011-07-29,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-08-01,Antelo - Sara de Muzzio,3mm
2011-08-01,Hinojal - Comisaría Nº 23,---mm
2011-08-01,Laguna del Pescado - Brigada Abigeato,5mm
2011-08-01,Montoya - Comisaría Nº 20,---mm
2011-08-01,Pajonal,---mm
2011-08-01,Rincón del Nogoyá - Comisaría Nº 17,10mm
2011-08-15,Antelo - Sara de Muzzio,---mm
2011-08-15,Hinojal - Comisaría Nº 23,---mm
2011-08-15,Laguna del Pescado - Brigada Abigeato,---mm
2011-08-15,Montoya - Comisaría Nº 20,---mm
2011-08-15,Pajonal,---mm
2011-08-15,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-08-16,Antelo - Sara de Muzzio,---mm
2011-08-16,Hinojal - Comisaría Nº 23,---mm
2011-08-16,Laguna del Pescado - Brigada Abigeato,---mm
2011-08-16,Montoya - Comisaría Nº 20,---mm
2011-08-16,Pajonal,---mm
2011-08-16,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-08-18,Antelo - Sara de Muzzio,---mm
2011-08-18,Hinojal - Comisaría Nº 23,---mm
2011-08-18,Laguna del Pescado - Brigada Abigeato,---mm
2011-08-18,Montoya - Comisaría Nº 20,---mm
2011-08-18,Pajonal,---mm
2011-08-18,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-08-27,Antelo - Sara de Muzzio,5mm
2011-08-27,Hinojal - Comisaría Nº 23,10mm
2011-08-27,Laguna del Pescado - Brigada Abigeato,7mm
2011-08-27,Montoya - Comisaría Nº 20,---mm
2011-08-27,Pajonal,2mm
2011-08-27,Rincón del Nogoyá - Comisaría Nº 17,3mm
2011-09-16,Antelo - Sara de Muzzio,---mm
2011-09-16,Hinojal - Comisaría Nº 23,---mm
2011-09-16,Laguna del Pescado - Brigada Abigeato,---mm
2011-09-16,Montoya - Comisaría Nº 20,---mm
2011-09-16,Pajonal,---mm
2011-09-16,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-09-17,Antelo - Sara de Muzzio,8mm
2011-09-17,Hinojal - Comisaría Nº 23,10mm
2011-09-17,Laguna del Pescado - Brigada Abigeato,4mm
2011-09-17,Montoya - Comisaría Nº 20,---mm
2011-09-17,Pajonal,2mm
2011-09-17,Rincón del Nogoyá - Comisaría Nº 17,3mm
2011-09-30,Antelo - Sara de Muzzio,2mm
2011-09-30,Hinojal - Comisaría Nº 23,---mm
2011-09-30,Laguna del Pescado - Brigada Abigeato,---mm
2011-09-30,Montoya - Comisaría Nº 20,---mm
2011-09-30,Pajonal,---mm
2011-09-30,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-10-04,Antelo - Sara de Muzzio,10mm
2011-10-04,Hinojal - Comisaría Nº 23,10mm
2011-10-04,Laguna del Pescado - Brigada Abigeato,---mm
2011-10-04,Montoya - Comisaría Nº 20,---mm
2011-10-04,Pajonal,7mm
2011-10-04,Rincón del Nogoyá - Comisaría Nº 17,15mm
2011-10-06,Antelo - Sara de Muzzio,50mm
2011-10-06,Hinojal - Comisaría Nº 23,46mm
2011-10-06,Laguna del Pescado - Brigada Abigeato,---mm
2011-10-06,Montoya - Comisaría Nº 20,---mm
2011-10-06,Pajonal,36mm
2011-10-06,Rincón del Nogoyá - Comisaría Nº 17,27mm
2011-10-07,Antelo - Sara de Muzzio,20mm
2011-10-07,Hinojal - Comisaría Nº 23,25mm
2011-10-07,Laguna del Pescado - Brigada Abigeato,---mm
2011-10-07,Montoya - Comisaría Nº 20,---mm
2011-10-07,Pajonal,21mm
2011-10-07,Rincón del Nogoyá - Comisaría Nº 17,21mm
2011-10-09,Antelo - Sara de Muzzio,---mm
2011-10-09,Hinojal - Comisaría Nº 23,---mm
2011-10-09,Laguna del Pescado - Brigada Abigeato,---mm
2011-10-09,Montoya - Comisaría Nº 20,---mm
2011-10-09,Pajonal,---mm
2011-10-09,Rincón del Nogoyá - Comisaría Nº 17,---mm
2011-10-12,Antelo - Sara de Muzzio,21mm
2011-10-12,Hinojal - Comisaría Nº 23,22mm
2011-10-12,Laguna del Pescado - Brigada Abigeato,19mm
2011-10-12,Montoya - Comisaría Nº 20,---mm
2011-10-12,Pajonal,30mm
2011-10-12,Rincón del Nogoyá - Comisaría Nº 17,19mm
2011-10-18,Antelo - Sara de Muzzio,5mm
2011-10-18,Hinojal - Comisaría Nº 23,5mm
2011-10-18,Laguna del Pescado - Brigada Abigeato,5mm
2011-10-18,Montoya - Comisaría Nº 20,---mm
2011-10-18,Pajonal,4mm
2011-10-18,Rincón del Nogoyá - Comisaría Nº 17,5mm
2011-10-22,Antelo - Sara de Muzzio,10mm
2011-10-22,Hinojal - Comisaría Nº 23,22mm
2011-10-22,Laguna del Pescado - Brigada Abigeato,32mm
